Table S7. Overview of all assembled samples with >10 LARSFARDIG motifs. Key metadata are shown, along with the number of LARSFADIG motifs and var genes at different length cut-offs.								
Data of Pf6 and Elife can be found at https://www.malariagen.net/projects/p-falciparum-community-project#data								
Accession number of the pf3k can be found at https://www.malariagen.net/projects/pf3k#data								

ID	Dataset	Origin of sample	Year of sample collection	Part of normalised set?	# LARSFADIG motifs	# var genes > 1kb	# var genes > 3kb	# var genes > 3.5kb
PH0851-C	PF3K	Cambodia	2011	0	51	118	56	53
PH0852-C	PF3K	Cambodia	2011	0	36	80	40	38
PH0853-C	PF3K	Cambodia	2011	0	38	133	43	40
PH0854-C	PF3K	Cambodia	2011	0	35	131	32	23
PH0855-C	PF3K	Cambodia	2011	0	51	153	50	50
PH0856-C	PF3K	Cambodia	2011	1	52	151	52	51
PH0858-C	PF3K	Cambodia	2011	0	59	199	54	49
PH0860-Cx	PF3K	Cambodia	2012	0	54	169	53	50
PH0862-Cx	PF3K	Cambodia	2012	0	25	119	12	8
PH0863-Cx	PF3K	Cambodia	2012	0	57	129	61	57
PH0865-C	PF3K	Cambodia	2012	0	46	103	48	47
PH0866-C	PF3K	Cambodia	2012	0	49	146	50	50
PH0868-Cx	PF3K	Cambodia	2012	0	24	108	41	35
PH0870-C	PF3K	Cambodia	2012	0	37	150	38	28
PH0871-C	PF3K	Cambodia	2012	0	49	123	52	49
PH0872-C	PF3K	Cambodia	2012	1	49	158	55	49
PH0873-Cx	PF3K	Cambodia	2012	0	15	100	33	28
PH0874-Cx	PF3K	Cambodia	2012	0	33	351	25	17
PH0875-C	PF3K	Cambodia	2012	0	44	233	48	42
PH0876-C	PF3K	Cambodia	2012	0	53	314	53	48
PH0878-C	PF3K	Cambodia	2012	0	53	120	54	54
PH0879-C	PF3K	Cambodia	2012	0	59	180	65	65
PH0880-C	PF3K	Cambodia	2012	0	56	132	61	57
PH0882-C	PF3K	Cambodia	2012	0	96	327	89	85
PH0885-Cx	PF3K	Cambodia	2012	0	52	378	36	22
PH0886-C	PF3K	Cambodia	2011	0	45	101	45	45
PH0887-C	PF3K	Cambodia	2011	0	41	106	50	46
PH0888-C	PF3K	Cambodia	2011	0	40	97	44	39
PH0889-C	PF3K	Cambodia	2011	0	46	157	50	50
PH0890-C	PF3K	Cambodia	2011	0	46	146	47	43
PH0892-C	PF3K	Cambodia	2011	0	79	319	82	71
PH0893-C	PF3K	Cambodia	2012	0	23	101	21	18
PH0894-C	PF3K	Cambodia	2012	0	49	176	51	48
PH0895-C	PF3K	Cambodia	2012	0	45	172	52	48
PH0896-C	PF3K	Cambodia	2012	0	44	107	52	50
PH0898-C	PF3K	Cambodia	2012	0	62	208	63	56
PH0899-C	PF3K	Cambodia	2012	0	45	102	47	43
PH0900-C	PF3K	Cambodia	2012	0	44	153	46	43
PH0901-C	PF3K	Cambodia	2012	0	44	184	43	41
PH0902-C	PF3K	Cambodia	2012	0	49	147	52	46
PH0903-C	PF3K	Cambodia	2012	0	46	99	48	46
PH0904-C	PF3K	Cambodia	2012	0	40	126	39	30
PH0905-C	PF3K	Cambodia	2012	0	55	116	60	58
PH0906-C	PF3K	Cambodia	2012	0	43	149	46	44
PH0907-C	PF3K	Cambodia	2012	0	43	90	43	40
PH0908-C	PF3K	Cambodia	2012	0	45	100	47	46
PH0909-C	PF3K	Cambodia	2012	0	38	140	32	26
PH0910-C	PF3K	Cambodia	2012	0	42	144	41	36
PH0911-Cx	PF3K	Cambodia	2012	0	47	206	41	37
PH0912-C	PF3K	Cambodia	2012	0	46	148	47	43
PH0915-C	PF3K	Cambodia	2012	1	47	168	45	39
PH0916-C	PF3K	Cambodia	2012	0	73	546	45	42
PH0917-Cx	PF3K	Cambodia	2012	0	74	493	68	61
PH0918-Cx	PF3K	Cambodia	2012	0	13	126	30	26
PH0919-C	PF3K	Cambodia	2012	0	47	148	43	33
PH0920-Cx	PF3K	Cambodia	2012	0	29	108	33	29
PH0921-C	PF3K	Cambodia	2012	0	22	103	9	5
PH0923-Cx	PF3K	Cambodia	2012	0	27	134	39	33
PH0924-C	PF3K	Cambodia	2012	0	42	171	53	46
PH0925-C	PF3K	Cambodia	2012	0	49	157	50	48
PH0926-C	PF3K	Cambodia	2012	0	61	212	65	60
PH0927-C	PF3K	Cambodia	2012	0	48	155	50	48
PH0928-C	PF3K	Cambodia	2012	0	48	138	47	45
PH0929-C	PF3K	Cambodia	2012	0	43	248	37	26
PH0930-Cx	PF3K	Cambodia	2012	0	22	363	23	20
PH0931-C	PF3K	Cambodia	2012	0	51	156	55	47
PH0932-C	PF3K	Cambodia	2012	1	50	160	50	48
PH0933-C	PF3K	Cambodia	2012	0	43	104	52	50
PH0935-C	PF3K	Cambodia	2012	0	101	498	84	72
PH0936-C	PF3K	Cambodia	2012	0	51	184	55	53
PH0937-C	PF3K	Cambodia	2012	0	47	144	52	44
PH0938-C	PF3K	Cambodia	2012	0	62	723	4	4
PH0939-C	PF3K	Cambodia	2012	0	56	257	54	49
PH0940-Cx	PF3K	Cambodia	2012	0	40	684	37	26
PH0941-C	PF3K	Cambodia	2012	0	23	124	13	9
PH0942-Cx	PF3K	Cambodia	2012	0	23	116	44	33
PH0976-C	PF3K	Cambodia	2012	0	39	428	13	8
PH0979-C	PF3K	Cambodia	2012	0	48	161	51	45
PH0980-C	PF3K	Cambodia	2012	0	59	385	30	22
PH0982-C	PF3K	Cambodia	2012	0	50	133	58	54
PH0983-C	PF3K	Cambodia	2012	0	48	192	50	43
PH0984-C	PF3K	Cambodia	2012	0	31	89	42	40
PH0985-C	PF3K	Cambodia	2012	0	45	101	48	45
PH0986-C	PF3K	Cambodia	2012	0	48	161	55	48
PH0987-C	PF3K	Cambodia	2012	0	47	97	51	46
PH0989-C	PF3K	Cambodia	2012	0	47	162	44	39
PH0990-C	PF3K	Cambodia	2012	0	45	147	45	42
PH0991-C	PF3K	Cambodia	2012	1	47	144	43	40
PH0994-C	PF3K	Cambodia	2012	0	58	163	59	57
PH0996-C	PF3K	Cambodia	2012	0	53	171	56	53
PH0997-C	PF3K	Cambodia	2012	0	55	117	59	56
PH0999-C	PF3K	Cambodia	2012	1	56	164	54	50
PH1000-C	PF3K	Cambodia	2012	0	50	161	52	50
PH1001-C	PF3K	Cambodia	2012	0	44	148	43	40
PH1002-C	PF3K	Cambodia	2012	0	45	157	45	43
PH1003-C	PF3K	Cambodia	2012	1	52	156	50	47
PH1007-C	PF3K	Cambodia	2011	0	33	508	1	1
PH1136-C	PF3K	Cambodia	2011	0	48	164	51	51
PH1137-C	PF3K	Cambodia	2011	0	57	158	57	56
PH1138-C	PF3K	Cambodia	2011	0	44	237	41	33
PM0003-C	PF3K	Mali	2007	0	11	371	0	0
PM0004-C	PF3K	Mali	2007	1	56	119	53	47
PM0006-C	PF3K	Mali	2007	0	130	406	117	97
PM0015-C	PF3K	Mali	2007	1	55	327	36	24
PM0017-C	PF3K	Mali	2007	1	62	146	42	37
PM0018-C	PF3K	Mali	2007	1	100	318	97	77
PM0019-C	PF3K	Mali	2007	1	85	184	88	78
PM0020-C	PF3K	Mali	2007	1	59	100	65	60
PM0021-C	PF3K	Mali	2007	1	64	126	68	58
PM0022-C	PF3K	Mali	2007	0	12	400	1	0
PM0024-C	PF3K	Mali	2007	1	100	237	107	95
PM0026-C	PF3K	Mali	2007	0	56	128	61	52
PM0029-C	PF3K	Mali	2007	1	50	120	49	40
PM0033-C	PF3K	Mali	2007	0	45	146	28	20
PM0034-C	PF3K	Mali	2007	0	103	160	114	107
PM0037-C	PF3K	Mali	2007	1	65	123	74	70
PM0038-C	PF3K	Mali	2007	1	109	515	64	38
PM0041-C	PF3K	Mali	2007	1	104	278	107	89
PM0043-C	PF3K	Mali	2007	0	147	379	142	120
PM0047-C	PF3K	Mali	2007	0	15	257	6	4
PM0048-C	PF3K	Mali	2007	0	32	56	38	33
PM0049-C	PF3K	Mali	2007	1	65	115	64	57
PM0051-C	PF3K	Mali	2007	1	87	234	94	82
PM0054-C	PF3K	Mali	2007	1	94	331	64	45
PM0058-C	PF3K	Mali	2007	1	52	118	62	59
PM0060-C	PF3K	Mali	2007	1	59	152	63	59
PM0062-C	PF3K	Mali	2007	1	61	100	56	49
PM0063-C	PF3K	Mali	2007	1	69	122	70	67
PM0064-C	PF3K	Mali	2007	0	89	229	85	74
PM0068-C	PF3K	Mali	2007	1	61	130	63	59
PM0070-C	PF3K	Mali	2007	0	12	53	4	4
PM0071-C	PF3K	Mali	2007	1	61	127	53	48
PM0072-C	PF3K	Mali	2007	0	163	310	171	159
PM0073-C	PF3K	Mali	2007	1	111	251	138	125
PM0074-C	PF3K	Mali	2007	0	62	121	39	28
PM0075-C	PF3K	Mali	2007	0	158	325	172	158
PM0076-C	PF3K	Mali	2007	1	107	234	113	101
PM0077-C	PF3K	Mali	2007	1	106	294	80	67
PM0078-C	PF3K	Mali	2007	0	132	375	115	107
PM0083-C	PF3K	Mali	2007	0	160	320	145	117
PM0084-C	PF3K	Mali	2007	1	55	123	52	46
PM0085-C	PF3K	Mali	2007	1	52	183	53	42
PM0086-C	PF3K	Mali	2007	1	48	166	45	37
PM0087-C	PF3K	Mali	2007	1	47	165	47	41
PM0089-C	PF3K	Mali	2007	0	153	304	158	144
PM0090-C	PF3K	Mali	2007	1	58	86	61	61
PM0093-C	PF3K	Mali	2007	1	66	204	66	56
PM0094-C	PF3K	Mali	2007	0	293	744	297	255
PM0096-C	PF3K	Mali	2007	1	65	108	75	67
PM0097-C	PF3K	Mali	2007	1	61	126	68	65
PM0098-C	PF3K	Mali	2007	1	52	107	61	57
PM0100-C	PF3K	Mali	2007	1	71	293	40	26
PM0103-C	PF3K	Mali	2007	1	61	150	69	62
PM0107-C	PF3K	Mali	2007	1	46	135	55	45
PM0108-C	PF3K	Mali	2007	1	117	205	128	116
PM0113-C	PF3K	Mali	2007	1	54	125	60	59
PM0114-C	PF3K	Mali	2007	1	62	112	65	62
PM0115-C	PF3K	Mali	2007	1	53	104	63	58
PM0117-C	PF3K	Mali	2007	1	48	120	56	54
PM0123-C	PF3K	Mali	2007	0	95	193	98	87
PM0124-C	PF3K	Mali	2007	1	51	88	59	54
PM0127-C	PF3K	Mali	2007	1	47	177	36	33
PM0129-C	PF3K	Mali	2007	1	54	185	40	36
PM0132-C	PF3K	Mali	2007	1	59	101	51	45
PM0133-C	PF3K	Mali	2007	1	55	117	60	54
PM0134-C	PF3K	Mali	2007	1	105	230	128	124
PM0136-C	PF3K	Mali	2007	1	53	88	59	51
PM0138-C	PF3K	Mali	2007	1	70	211	70	64
PM0139-C	PF3K	Mali	2007	0	146	297	141	124
PM0142-C	PF3K	Mali	2007	1	57	124	60	56
PM0144-C	PF3K	Mali	2007	1	113	248	119	112
PM0145-C	PF3K	Mali	2007	1	62	138	60	48
PM0146-C	PF3K	Mali	2007	1	57	109	59	57
PM0147-C	PF3K	Mali	2007	0	67	148	80	78
PM0151-C	PF3K	Mali	2007	0	147	339	156	139
PM0152-C	PF3K	Mali	2007	1	98	171	98	92
PM0153-C	PF3K	Mali	2007	1	94	230	82	73
PM0154-C	PF3K	Mali	2007	0	40	177	16	11
PM0156-C	PF3K	Mali	2007	1	55	130	66	61
PM0157-C	PF3K	Mali	2007	1	56	115	57	55
PM0159-C	PF3K	Mali	2007	1	96	336	97	86
PM0160-C	PF3K	Mali	2007	1	63	140	70	68
PM0161-C	PF3K	Mali	2007	1	114	400	92	74
PR0114-C	PF3K	Bangladesh	2012	0	56	178	59	56
PR0115-C	PF3K	Bangladesh	2012	0	57	192	55	53
PR0116-C	PF3K	Bangladesh	2012	0	95	361	95	90
PR0117-C	PF3K	Bangladesh	2012	0	64	282	57	54
PR0118-C	PF3K	Bangladesh	2012	0	53	177	60	53
PR0119-C	PF3K	Bangladesh	2012	0	103	406	103	91
PR0120-C	PF3K	Bangladesh	2012	0	54	178	56	51
PR0121-C	PF3K	Bangladesh	2012	0	71	421	48	44
PR0122-C	PF3K	Bangladesh	2012	0	50	200	51	48
PR0123-C	PF3K	Bangladesh	2012	0	46	276	44	29
PR0124-C	PF3K	Bangladesh	2012	0	80	289	80	74
PR0125-C	PF3K	Bangladesh	2012	0	69	219	70	68
PR0126-C	PF3K	Bangladesh	2012	0	54	186	60	54
PR0127-C	PF3K	Bangladesh	2012	0	49	437	20	17
PR0128-C	PF3K	Bangladesh	2012	0	57	166	62	59
PR0129-C	PF3K	Bangladesh	2012	0	111	519	93	74
PR0130-C	PF3K	Bangladesh	2012	0	53	180	60	58
PR0132-C	PF3K	Bangladesh	2012	0	39	157	47	44
PR0133-C	PF3K	Bangladesh	2012	0	93	330	105	99
PR0134-C	PF3K	Bangladesh	2012	0	102	412	95	90
PR0135-C	PF3K	Bangladesh	2012	0	96	302	96	92
PR0136-C	PF3K	Bangladesh	2012	0	72	258	73	66
PR0137-C	PF3K	Bangladesh	2012	0	76	281	81	74
PR0138-C	PF3K	Bangladesh	2012	0	22	95	20	19
PR0141-C	PF3K	Bangladesh	2012	0	64	187	64	63
PR0142-C	PF3K	Bangladesh	2012	0	105	311	116	107
PR0143-C	PF3K	Bangladesh	2012	0	175	853	136	114
PR0144-C	PF3K	Bangladesh	2012	0	66	182	68	67
PR0145-C	PF3K	Bangladesh	2012	0	60	186	65	62
PR0146-C	PF3K	Bangladesh	2012	0	84	380	75	64
PR0147-C	PF3K	Bangladesh	2012	0	120	373	124	118
PR0148-C	PF3K	Bangladesh	2012	0	77	209	78	75
PR0149-C	PF3K	Bangladesh	2012	0	69	231	72	68
PR0150-C	PF3K	Bangladesh	2012	0	83	291	100	93
PR0151-C	PF3K	Bangladesh	2012	0	81	300	89	81
PR0153-C	PF3K	Bangladesh	2012	0	84	237	87	85
PR0154-C	PF3K	Bangladesh	2012	0	52	243	48	43
PR0155-C	PF3K	Bangladesh	2012	0	54	167	57	56
PR0156-C	PF3K	Bangladesh	2012	0	59	283	61	57
PR0157-C	PF3K	Bangladesh	2012	0	58	230	66	62
PR0158-C	PF3K	Bangladesh	2012	0	60	167	64	61
PR0159-C	PF3K	Bangladesh	2012	0	61	200	67	66
PR0160-C	PF3K	Bangladesh	2012	0	57	200	59	58
PR0161-C	PF3K	Bangladesh	2012	0	57	189	59	56
PR0162-C	PF3K	Bangladesh	2012	0	95	317	90	84
PR0163-C	PF3K	Bangladesh	2012	0	63	183	64	61
PR0164-C	PF3K	Bangladesh	2012	0	45	164	50	47
PR0165-C	PF3K	Bangladesh	2012	0	89	375	70	65
PR0166-C	PF3K	Bangladesh	2012	0	78	416	58	56
SenT001.08	PF3K	Senegal	2008	1	52	122	47	35
SenT001.11	PF3K	Senegal	2011	1	102	255	72	48
SenT002.07	PF3K	Senegal	2007	1	48	108	44	33
SenT008.10	PF3K	Senegal	2010	0	23	69	20	15
SenT011.09	PF3K	Senegal	2009	1	48	140	30	20
SenT013.11	PF3K	Senegal	2011	1	82	195	51	40
SenT015.09	PF3K	Senegal	2009	0	18	65	3	1
SenT015.11	PF3K	Senegal	2011	1	43	98	47	40
SenT022.09	PF3K	Senegal	2009	0	14	69	3	1
SenT022.11	PF3K	Senegal	2011	1	47	94	36	29
SenP027.02	PF3K	Senegal	2002	1	53	96	54	52
SenT030.11	PF3K	Senegal	2011	1	53	119	46	36
SenT033.08	PF3K	Senegal	2008	0	17	93	3	2
SenT036.10	PF3K	Senegal	2010	1	52	82	55	51
SenT037.09	PF3K	Senegal	2009	0	34	114	21	11
SenT040.11	PF3K	Senegal	2011	1	45	112	39	32
SenV042.05	PF3K	Senegal	2005	0	57	93	62	57
SenT042.09	PF3K	Senegal	2009	0	13	78	3	2
SenT044.10	PF3K	Senegal	2010	1	49	153	40	32
SenT044.11	PF3K	Senegal	2011	1	46	110	48	43
SenT045.11	PF3K	Senegal	2011	0	39	93	34	26
SenT046.11	PF3K	Senegal	2011	1	57	116	47	41
SenT047.09	PF3K	Senegal	2009	0	32	126	9	2
SenP051.02	PF3K	Senegal	2002	1	52	94	60	59
SenT052.11	PF3K	Senegal	2011	1	47	117	38	27
SenT053.11	PF3K	Senegal	2011	0	48	106	30	22
SenT055.11	PF3K	Senegal	2011	1	46	105	35	30
SenT058.11	PF3K	Senegal	2011	1	41	101	49	37
SenT061.09	PF3K	Senegal	2009	1	47	125	42	33
SenT063.07	PF3K	Senegal	2007	0	12	79	3	1
SenT066.08	PF3K	Senegal	2008	1	50	130	20	10
SenT067.09	PF3K	Senegal	2009	1	43	114	30	25
SenT067.11	PF3K	Senegal	2011	1	46	105	36	26
SenT069.11	PF3K	Senegal	2011	0	53	114	55	50
SenT072.11	PF3K	Senegal	2011	0	46	108	35	27
SenT074.11	PF3K	Senegal	2011	0	40	78	45	38
SenT077.08	PF3K	Senegal	2008	0	15	62	1	1
SenT077.11	PF3K	Senegal	2011	1	41	78	46	40
SenT080.10	PF3K	Senegal	2010	0	18	58	21	17
SenT082.10	PF3K	Senegal	2010	0	38	142	4	2
SenT084.09	PF3K	Senegal	2009	0	33	104	15	11
SenT084.10	PF3K	Senegal	2010	1	57	113	63	54
SenT084.11	PF3K	Senegal	2011	0	50	120	37	31
SenT085.10	PF3K	Senegal	2010	1	52	115	48	35
SenT086.10	PF3K	Senegal	2010	0	84	179	66	51
SenT087.08	PF3K	Senegal	2008	0	40	110	22	14
SenT087.11	PF3K	Senegal	2011	0	39	136	37	24
SenV092.05	PF3K	Senegal	2005	1	52	86	60	58
SenT092.08	PF3K	Senegal	2008	1	42	104	40	32
SenT094.09	PF3K	Senegal	2009	1	59	160	59	50
SenT097.09	PF3K	Senegal	2009	1	49	104	56	49
SenT097.11	PF3K	Senegal	2011	1	46	127	38	32
SenT102.08	PF3K	Senegal	2008	0	39	136	40	22
SenT104.07	PF3K	Senegal	2007	0	15	88	3	2
SenT105.07	PF3K	Senegal	2007	1	57	87	58	55
SenT106.08	PF3K	Senegal	2008	0	35	119	38	28
SenT110.09	PF3K	Senegal	2009	1	50	138	43	33
SenT113.09	PF3K	Senegal	2009	1	53	77	53	53
SenT114.09	PF3K	Senegal	2009	1	59	162	43	28
SenT117.08	PF3K	Senegal	2008	0	27	80	21	14
SenT119.09	PF3K	Senegal	2009	1	43	115	45	33
SenT120.11	PF3K	Senegal	2011	0	50	104	42	35
SenT124.10	PF3K	Senegal	2010	1	51	126	51	45
SenT124.11	PF3K	Senegal	2011	0	46	103	44	33
SenT125.11	PF3K	Senegal	2011	1	50	118	44	28
SenT128.08	PF3K	Senegal	2008	1	49	119	49	42
SenT129.11	PF3K	Senegal	2011	1	70	212	49	32
SenT130.09	PF3K	Senegal	2009	1	48	78	47	46
SenT130.11	PF3K	Senegal	2011	1	43	105	32	23
SenT133.11	PF3K	Senegal	2011	1	41	92	48	38
SenT136.09	PF3K	Senegal	2009	1	55	82	64	61
SenT136.11	PF3K	Senegal	2011	0	47	96	43	34
SenT138.11	PF3K	Senegal	2011	0	38	120	36	25
SenT139.11	PF3K	Senegal	2011	1	50	106	47	40
SenT140.11	PF3K	Senegal	2011	1	46	122	42	32
SenT142.09	PF3K	Senegal	2009	0	34	148	10	4
SenT142.11	PF3K	Senegal	2011	0	56	110	45	36
SenT143.09	PF3K	Senegal	2009	1	72	189	61	47
SenT150.09	PF3K	Senegal	2009	1	44	97	42	33
SenT151.08	PF3K	Senegal	2008	1	44	100	42	34
SenT165.09	PF3K	Senegal	2009	1	55	86	57	51
SenT170.08	PF3K	Senegal	2008	1	50	126	49	42
SenT179.08	PF3K	Senegal	2008	1	46	115	40	32
SenT180.08	PF3K	Senegal	2008	0	37	117	26	19
SenT184.09	PF3K	Senegal	2009	1	42	105	25	18
SenT185.10	PF3K	Senegal	2010	1	48	123	37	27
SenT187.09	PF3K	Senegal	2009	0	37	93	29	22
SenT190.09	PF3K	Senegal	2009	1	53	113	51	40
SenT224.08	PF3K	Senegal	2008	1	51	148	39	27
SenT227.08	PF3K	Senegal	2008	0	41	130	17	10
SenT230.08	PF3K	Senegal	2008	1	54	88	58	53
SenT231.08	PF3K	Senegal	2008	1	55	94	59	54
SenT232.08	PF3K	Senegal	2008	1	51	78	54	53
SenT233.08	PF3K	Senegal	2008	1	49	112	43	29
SenT235.08	PF3K	Senegal	2008	1	46	97	55	45
SenT236.08	PF3K	Senegal	2008	0	54	106	56	47
PT0001-CW	PF3K	Malawi	2011	0	120	404	103	97
PT0002-CW	PF3K	Malawi	2011	0	60	190	65	61
PT0003-CW	PF3K	Malawi	2011	0	123	453	138	117
PT0004-CW	PF3K	Malawi	2011	0	113	344	110	96
PT0005-CW	PF3K	Malawi	2011	1	70	230	62	57
PT0006-CW	PF3K	Malawi	2011	0	66	341	66	61
PT0007-CW	PF3K	Malawi	2011	0	55	161	52	48
PT0008-CW	PF3K	Malawi	2011	1	75	263	70	67
PT0009-CW	PF3K	Malawi	2011	0	49	144	41	39
PT0010-CW	PF3K	Malawi	2011	0	105	394	93	75
PT0013-CW	PF3K	Malawi	2011	0	114	460	108	88
PT0014-CW	PF3K	Malawi	2011	1	56	170	61	50
PT0015-CW	PF3K	Malawi	2011	0	108	321	106	95
PT0016-CW	PF3K	Malawi	2011	0	98	464	63	47
PT0017-CW	PF3K	Malawi	2011	1	64	409	50	37
PT0018-CW	PF3K	Malawi	2011	0	64	224	51	45
PT0021-CW	PF3K	Malawi	2011	1	60	193	45	40
PT0023-CW	PF3K	Malawi	2011	0	59	204	52	45
PT0027-C	PF3K	Malawi	2011	1	63	178	65	57
PT0029-C	PF3K	Malawi	2011	0	150	473	124	110
PT0031-C	PF3K	Malawi	2011	0	69	151	78	75
PT0032-C	PF3K	Malawi	2011	0	62	198	65	61
PT0034-C	PF3K	Malawi	2011	1	63	205	71	66
PT0035-C	PF3K	Malawi	2011	1	64	154	72	69
PT0038-Cx	PF3K	Malawi	2011	0	154	678	73	69
PT0039-C	PF3K	Malawi	2011	1	69	251	65	54
PT0040-C	PF3K	Malawi	2011	0	45	290	10	4
PT0041-C	PF3K	Malawi	2011	1	62	147	69	64
PT0042-C	PF3K	Malawi	2011	1	68	154	73	70
PT0043-C	PF3K	Malawi	2011	0	128	687	103	88
PT0044-C	PF3K	Malawi	2011	0	116	387	123	105
PT0046-C	PF3K	Malawi	2011	0	177	532	157	135
PT0047-C	PF3K	Malawi	2011	0	109	332	118	113
PT0048-C	PF3K	Malawi	2011	1	69	179	69	64
PT0051-C	PF3K	Malawi	2011	0	335	1654	225	174
PT0052-C	PF3K	Malawi	2011	1	66	202	73	68
PT0053-C	PF3K	Malawi	2011	0	131	659	100	81
PT0054-C	PF3K	Malawi	2011	0	193	1404	101	78
PT0055-C	PF3K	Malawi	2011	0	112	409	100	89
PT0056-C	PF3K	Malawi	2011	0	106	637	65	57
PT0057-C	PF3K	Malawi	2011	0	146	639	129	119
PT0058-C	PF3K	Malawi	2011	0	51	158	54	53
PT0059-C	PF3K	Malawi	2011	1	67	246	72	68
PT0060-C	PF3K	Malawi	2011	0	61	194	64	63
PT0061-C	PF3K	Malawi	2011	0	143	601	132	118
PT0062-C	PF3K	Malawi	2011	0	229	2131	64	52
PT0063-C	PF3K	Malawi	2011	1	54	194	58	52
PT0064-C	PF3K	Malawi	2011	0	98	349	99	87
PT0065-C	PF3K	Malawi	2011	0	248	1628	135	104
PT0066-C	PF3K	Malawi	2011	1	59	185	58	56
PT0067-C	PF3K	Malawi	2011	0	84	831	27	15
PT0068-C	PF3K	Malawi	2011	0	61	199	61	59
PT0069-C	PF3K	Malawi	2011	0	121	412	117	111
PT0070-C	PF3K	Malawi	2011	0	102	500	75	69
PT0071-C	PF3K	Malawi	2011	1	74	377	69	63
PT0072-C	PF3K	Malawi	2011	0	121	355	131	125
PT0073-C	PF3K	Malawi	2011	1	67	276	66	63
PT0074-C	PF3K	Malawi	2011	0	148	1127	72	67
PT0075-C	PF3K	Malawi	2011	0	221	933	175	155
PT0076-C	PF3K	Malawi	2011	0	90	419	83	71
PT0077-C	PF3K	Malawi	2011	0	192	980	141	127
PT0078-Cx	PF3K	Malawi	2011	0	107	296	117	112
PT0079-C	PF3K	Malawi	2011	0	67	223	65	62
PT0080-C	PF3K	Malawi	2011	1	58	209	61	57
PT0081-C	PF3K	Malawi	2011	0	368	2496	156	98
PT0082-C	PF3K	Malawi	2011	0	253	947	225	197
PT0083-C	PF3K	Malawi	2011	0	109	324	116	110
PT0084-C	PF3K	Malawi	2011	0	57	207	62	58
PT0085-C	PF3K	Malawi	2011	0	83	293	92	86
PT0086-C	PF3K	Malawi	2011	0	66	199	65	64
PT0087-C	PF3K	Malawi	2011	0	102	421	95	80
PT0088-C	PF3K	Malawi	2011	0	57	197	61	60
PT0089-C	PF3K	Malawi	2011	0	149	485	160	146
PT0090-C	PF3K	Malawi	2011	0	99	407	83	75
PT0091-C	PF3K	Malawi	2011	0	85	370	75	68
PT0092-C	PF3K	Malawi	2011	0	294	1412	258	220
PT0094-C	PF3K	Malawi	2011	0	108	575	92	82
PT0095-C	PF3K	Malawi	2011	1	68	205	73	68
PT0096-C	PF3K	Malawi	2011	0	104	306	110	104
PT0097-C	PF3K	Malawi	2011	0	112	604	88	76
PT0098-C	PF3K	Malawi	2011	1	55	179	58	55
PT0099-C	PF3K	Malawi	2011	0	127	332	131	122
PT0100-C	PF3K	Malawi	2011	0	155	526	156	142
PT0101-C	PF3K	Malawi	2011	1	65	219	69	65
PT0102-C	PF3K	Malawi	2011	1	77	271	85	80
PT0103-C	PF3K	Malawi	2011	0	136	549	124	117
PT0104-C	PF3K	Malawi	2011	0	112	435	91	83
PT0105-C	PF3K	Malawi	2011	0	80	401	67	60
PT0106-C	PF3K	Malawi	2011	1	67	224	67	66
PT0108-C	PF3K	Malawi	2011	0	113	356	117	109
PT0109-C	PF3K	Malawi	2011	1	61	226	63	61
PT0111-C	PF3K	Malawi	2011	0	109	446	105	97
PT0112-C	PF3K	Malawi	2011	0	304	1534	223	192
PT0113-C	PF3K	Malawi	2011	0	200	1610	73	57
PT0114-C	PF3K	Malawi	2011	0	109	672	70	62
PT0115-C	PF3K	Malawi	2011	0	111	353	124	115
PT0117-C	PF3K	Malawi	2011	1	77	366	79	77
PT0118-C	PF3K	Malawi	2011	1	78	305	65	60
PT0119-C	PF3K	Malawi	2011	0	205	1626	98	84
PT0120-Cx	PF3K	Malawi	2011	0	129	426	137	131
PT0121-C	PF3K	Malawi	2011	0	128	642	93	76
PT0122-C	PF3K	Malawi	2011	0	149	937	112	91
PT0123-C	PF3K	Malawi	2011	0	145	1007	118	100
PT0124-C	PF3K	Malawi	2011	0	96	655	68	60
PT0125-C	PF3K	Malawi	2011	0	135	379	133	122
PT0126-C	PF3K	Malawi	2011	0	64	211	59	57
PT0127-C	PF3K	Malawi	2011	0	144	762	126	107
PT0129-C	PF3K	Malawi	2011	0	64	234	67	63
PT0130-C	PF3K	Malawi	2011	0	99	340	97	91
PT0131-C	PF3K	Malawi	2011	0	69	211	67	65
PT0132-C	PF3K	Malawi	2011	0	262	1171	248	229
PT0133-C	PF3K	Malawi	2011	0	55	222	62	61
PT0134-C	PF3K	Malawi	2011	0	63	207	63	62
PT0135-C	PF3K	Malawi	2011	0	62	196	64	62
PT0136-C	PF3K	Malawi	2011	0	116	350	110	105
PT0137-C	PF3K	Malawi	2011	1	71	236	69	65
PT0139-C	PF3K	Malawi	2011	0	115	393	124	112
PT0140-C	PF3K	Malawi	2011	0	239	1268	178	148
PT0141-C	PF3K	Malawi	2011	1	80	432	64	58
PT0142-C	PF3K	Malawi	2011	0	138	688	124	113
PT0143-C	PF3K	Malawi	2011	0	118	603	83	73
PT0144-C	PF3K	Malawi	2011	1	79	414	73	68
PT0145-C	PF3K	Malawi	2011	0	68	209	70	68
PT0146-C	PF3K	Malawi	2011	0	57	223	65	63
PT0148-C	PF3K	Malawi	2011	0	458	2965	263	199
